word,1501-1550,1551-1600,1601-1650,1651-1700,mean,in_lila_embeddings,in_lasla,in_operamaiora,transl
pulso,188,621,283,392,371.0,True,True,True,"to chase away, to expel, slap, thrust, bump, beat, hit, Drive out, Repell"
spiritualis,140,603,439,302,371.0,False,False,True,"spiritual, of the spirit, of breathing, to wind/air, kind of wind instrument"
horatius,242,504,323,413,370.5,False,True,False,
symbolum,88,273,782,338,370.25,False,False,True,"token/symbol, matching objects proving identity, signet ring, warrant, permit"
collegium,100,316,365,699,370.0,True,True,True,"college/board (priests), corporation, brotherhood/guild/company/society/school"
interpono,236,505,307,430,369.5,True,True,True,"insert, introduce, admit, allege, interpose"
qve,21,40,157,1259,369.25,False,False,False,"and, And, Und"
ungula,206,756,182,332,369.0,True,True,True,"hoof, bird claw/talon, toe nail, pig's foot/trotter (food/medicine)"
mundanus,64,682,245,484,368.75,False,False,True,"worldly, of/belonging to the world/universe, mundane, of this world (Bee)"
temperatura,161,1107,134,73,368.75,False,False,False,"combine, blend, temper, make mild, refrain from, control oneself"
clauus,242,598,266,364,367.5,True,True,True,
opes,125,278,210,856,367.25,False,False,False,"help, aid, (plural) power, resources, wealth"
urgeo,172,442,240,615,367.25,True,True,True,"press, squeeze, bear hard/down, tread, traverse continually, push, shove, thrust"
secerno,281,652,212,323,367.0,True,True,True,separate
hircus,170,661,123,513,366.75,True,True,True,he-goat
pila,157,549,340,421,366.75,False,True,False,"grow hairy, depilate, plunder"
molior,392,486,201,388,366.75,True,True,True,"work at, build, undertake, plan"
rudis,268,503,319,377,366.75,True,True,True,"bellow, roar, bray, creak loudly"
salubris,217,715,275,258,366.25,False,False,False,salutary
expando,161,411,289,603,366.0,True,True,True,"spread out, expand, expound"
pontus,420,518,286,239,365.75,False,True,False,"(1.) sea (2.) Pontus (province in Asia Minor), Black Sea"
abluo,229,834,256,143,365.5,True,True,True,"wash away/off/out, blot out, purify, wash, cleanse, dispel (infection), quench"
manifesto,201,547,240,473,365.25,True,True,True,"undeniably, red-handed, in the act, evidently, plainly, manifestly"
induro,126,772,258,302,364.5,True,True,True,make hard
nexus,269,442,298,449,364.5,True,True,True,"tie, bind"
tacitus,433,282,277,462,363.5,False,True,False,"be silent, leave unmentioned"
excuso,305,356,247,545,363.25,True,True,True,"strike out, forge, fashion, print (Erasmus)"
fluor,124,602,114,613,363.25,False,False,False,flow
stultus,147,584,261,459,362.75,True,True,True,"foolish, stupid"
sordidus,282,742,191,236,362.75,False,True,False,"dirty, unclean, foul, filthy, vulgar, sordid, low, base, mean, paltry, vile"
opportunus,204,577,287,381,362.25,True,True,True,"suitable, advantageous, useful, fit, favorable/opportune, ready, liable/exposed"
auerto,284,651,244,270,362.25,True,True,True,
praetermitto,213,623,151,461,362.0,True,True,True,"let pass, pass over, omit, overlook"
risus,255,462,287,443,361.75,True,True,True,laugh
expecto,236,605,225,379,361.25,False,False,True,"await, expect, anticipate, hope for"
quam,225,462,247,511,361.25,True,True,True,"who, which, whom, that"
isidorus,90,409,567,379,361.25,True,True,True,
rufus,278,645,204,317,361.0,True,True,True,"red (of various shades), red-haired, tawny, ruddy"
lapideus,132,461,345,506,361.0,True,True,True,"(of) stone, stony"
eruditus,203,362,212,667,361.0,False,True,False,"educate, teach, instruct"
mergo,279,520,290,355,361.0,True,True,True,"dip, plunge, immerse, sink, drown, bury, overwhelm"
germen,265,592,281,306,361.0,True,True,True,"sprout, bud, shoot"
reges,84,349,278,731,360.5,False,False,False,rule
longissimus,174,481,365,422,360.5,False,False,False,long
aquę,232,840,225,144,360.25,False,False,False,"by, of, from"
regia,174,336,275,655,360.0,False,True,False,"royal, of a king, regal"
iacob,154,427,730,129,360.0,False,False,True,
debilito,119,873,184,264,360.0,True,True,True,"weaken/disable/incapacitate/impair/maim/lame/cripple, deprive of power (to act)"
missio,136,654,167,483,360.0,True,True,True,"mission, sending (away), dismissal, discharge (of soldiers), reprieve"
collatio,255,435,382,367,359.75,True,True,True,"placing/putting together, combination, data collation, (payment of) tribute/tax"
uictor,276,412,342,409,359.75,True,True,True,
efficiens,106,513,547,272,359.5,True,True,True,"bring about, effect, execute, cause, accomplish, make, produce, prove"
infestus,261,518,246,412,359.25,False,True,False,"unsafe, dangerous, hostile, disturbed, molested, infested, unquiet"
discursus,119,300,552,466,359.25,True,True,True,"run off in different directions, run/dash around/about, wander, roam"
propero,292,378,344,422,359.0,False,True,False,"quick, speedy"
uetustas,473,484,254,223,358.5,True,True,True,
inprimis,25,271,634,504,358.5,False,False,False,"in the first place, first, chiefly, especially, above all, more than any other"
narratio,216,289,328,599,358.0,False,False,True,"narrative, story"
nauta,169,547,374,342,358.0,True,True,True,sailor
tum,218,504,208,502,358.0,True,True,True,"then, at that time"
suppositio,256,431,275,469,357.75,False,False,True,"fraudulent introduction (of child) into family, placing under (eggs-hen)"
aetna,120,247,439,625,357.75,False,True,False,"Aetna, nymph in Sicily"
theatrum,82,166,463,718,357.25,True,True,True,Theatre
eruditor,80,67,47,1235,357.25,False,False,True,
posteritas,245,423,316,444,357.0,True,True,True,"future time, posterity"
diues,234,505,322,366,356.75,True,True,True,
contemplor,146,649,297,334,356.5,True,True,True,"observe/note/notice, gaze/look hard at, regard, contemplate/consider carefully"
humi,292,745,193,196,356.5,False,False,False,"ground, earth, soil"
adiaceo,253,851,235,85,356.0,True,True,True,"lie, lie prostrate, lie dead"
custos,228,619,265,311,355.75,True,True,True,"guard, guardian, watchman, keeper"
quia,131,558,251,483,355.75,True,True,True,"(1.) because, that (2.) because (3.) because (4.) how much, how big"
seculus,159,403,293,563,354.5,False,False,False,"buttocks, posterior, anus"
limus,203,505,289,420,354.25,True,True,True,"clay, mud"
gno,208,577,212,418,353.75,False,False,False,
calamus,248,452,241,472,353.25,False,True,False,"announce, proclaim, summon, convoke, call forth/together"
dispergo,175,445,326,464,352.5,True,True,True,"scatter (about), disperse"
norma,60,366,496,486,352.0,False,True,False,"carpenter's square, standard, pattern"
nanciscor,133,396,304,574,351.75,True,True,True,"obtain, get, find, meet with, receive, stumble on, light on"
hâc,6,44,215,1142,351.75,False,False,False,"this, that"
rotunditas,232,483,371,321,351.75,False,False,True,"roundness of form, rotundity (L+S)"
collectio,310,489,245,363,351.75,True,True,True,"collection/accumulation, gathering, abscess, recapitulation, summary, inference"
constans,113,416,343,534,351.5,False,True,False,"agree, correspond, fit, be correct, be dependent, based upon, exist, continue, last"
ob,113,409,280,604,351.5,True,True,True,"on account of, for the sake of, for, instead of, right before"
bellicus,240,504,234,427,351.25,True,True,True,"of war, military, warlike, [~um canere => sound attack horn/begin hostilities]"
super,244,699,221,241,351.25,True,True,True,"throw, pour, strew, scatter"
aestimatio,621,253,195,335,351.0,True,True,True,"valuation, estimation of money value, value, price, assessment of damages"
commoueo,208,716,190,287,350.25,True,True,True,
deuenio,247,711,234,208,350.0,True,True,True,
tarditas,235,557,269,339,350.0,True,True,True,"slowness of movement, action, etc"
ministerium,231,540,304,325,350.0,True,True,True,"office, attendance, service, employment, body of helpers, occupation, work"
iugum,451,633,167,149,350.0,True,True,True,
dominicus,163,338,497,402,350.0,False,False,True,"of/belonging to master/owner, belonging to the Roman Emperor, the Lord's"
coloro,142,613,346,295,349.0,True,True,True,"color, paint, dye, tan, make darker, give deceptive color/gloss/appearance to"
exquiro,68,1107,92,127,348.5,True,True,True,"seek out, search for, hunt up, inquire into"
crusta,250,618,214,309,347.75,False,True,False,"encrust/cover w/layer/coating/plaster, emboss/carve/decorate w/relief/embossing"
imber,314,387,316,373,347.5,True,True,True,"rain, shower, storm, shower of liquid/snow/hail/missiles, water (in general)"
portendo,198,543,118,531,347.5,True,True,True,"predict, foretell, point out"
currus,198,498,217,475,347.0,True,True,True,"chariot, light horse vehicle, triumphal chariot, triumph, wheels on plow, cart"
agmen,266,424,312,386,347.0,False,True,False,"stream, herd, flock, troop, crowd, marching army, column, line, procession"
radio,173,300,395,518,346.5,False,True,False,"beam, shine, radiate light"
implico,300,468,215,401,346.0,True,True,True,"implicate, involve/engage/entangle/embroil, interweave/fold/twine w/itself"
inuado,276,792,105,210,345.75,True,True,True,
malitia,159,894,125,204,345.5,True,True,True,"ill will, malice, wickedness, vice, fault"
oblo,285,423,225,448,345.25,False,False,False,Lo!
annecto,181,559,259,379,344.5,True,True,True,"tie on/to, tie up (ship), bind to, fasten on, attach, connect, join, annex"
sustento,96,384,306,590,344.0,True,True,True,"endure, hold out"
cies,166,588,239,382,343.75,False,False,False,"move, set in motion, excite/rouse/stir up, urge on, summon/muster/call up"
longinquus,215,531,336,292,343.5,True,True,True,"remote, distant, far off, lasting, of long duration"
olo,377,543,246,205,342.75,False,False,False,
vllus,101,548,298,424,342.75,False,False,False,any
discurro,155,512,226,478,342.75,True,True,True,"run off in different directions, run/dash around/about, wander, roam"
temporalis,222,701,187,260,342.5,False,False,True,"of time, temporary, w/time limit, due to lapse of time, of this/temporal world"
liberalis,240,489,257,384,342.5,True,True,True,"of or relating to a free person, worthy of a free man, decent, liberal, generous"
contentio,297,487,164,421,342.25,True,True,True,"stretching, tension, strenuous exercise (physical/mental), comparison (of ADJ), argument"
testo,168,445,212,544,342.25,False,False,False,"give as evidence, bear witness, make a will, swear, testify"
fixae,79,292,337,659,341.75,False,False,False,"fasten, fix, pierce, transfix, establish"
papa,294,396,295,382,341.75,False,False,True,pope
expleo,239,599,224,304,341.5,True,True,True,"fill, fill up, complete"
catulus,170,592,129,474,341.25,True,True,True,"young dog, puppy, whelp, dog (any age), young of any animal, pup/cub, fetter"
supplicium,184,579,272,329,341.0,True,True,True,"suppliant, kneeling, begging"
stupor,129,618,198,418,340.75,True,True,True,"numbness, torpor, stupefaction, stupidity"
uiolentia,201,504,235,422,340.5,True,True,True,
gignus,245,581,319,216,340.25,False,False,False,
barba,231,533,199,398,340.25,True,True,True,supply with a beard (or perhaps a nonsense word)
assiduè,30,1081,112,138,340.25,False,False,False,"constant, regular, unremitting, incessant, ordinary, landowning, first-class"
uespertinus,309,359,201,489,339.5,True,True,True,
ridiculus,148,484,282,443,339.25,True,True,True,"laughable, ridiculous"
citò,69,586,253,448,339.0,False,False,False,"move, set in motion, excite/rouse/stir up, urge on, summon/muster/call up"
abundantia,228,605,243,279,338.75,True,True,True,"abundant, overflowing, abounding, copious, in large measure, overdone, rich"
aegrus,203,624,255,273,338.75,False,False,False,
natvra,690,538,80,47,338.75,False,False,False,nature
mandatum,226,413,327,388,338.5,False,True,False,"order, command"
inopia,227,703,194,228,338.0,True,True,True,"weak, poor, needy, helpless, lacking, destitute (of), meager"
conditor,163,547,287,352,337.25,True,True,True,"original builder, founder, originator/creator, author, preserver, organizer"
regium,232,421,204,492,337.25,False,True,False,"royal, of a king, regal"
stirps,236,496,351,265,337.0,True,True,True,"stem, stalk, stock, lower part of a tree"
uendo,260,656,200,232,337.0,True,True,True,
urgo,237,350,222,538,336.75,False,False,False,
pet,140,237,659,311,336.75,False,False,False,
certo,263,465,254,364,336.5,True,True,True,"definite, sure, certain, reliable"
animantis,266,446,326,307,336.25,False,False,False,"living, having life"
imò,90,463,306,485,336.0,False,False,False,"no indeed (contradiction), on the contrary, more correctly, indeed, nay more"
lapides,119,352,255,618,336.0,False,False,False,"throw stones at, stone, [lapidat => it rains stones]"
insideo,285,541,273,245,336.0,False,True,False,sit on
permultus,502,570,144,127,335.75,False,True,False,"very much, very many (pl.)"
jacobus,13,13,77,1240,335.75,False,False,False,Jacob
las,207,533,235,368,335.75,False,False,False,
confessio,130,360,510,342,335.5,True,True,True,"confession, creed, avowal of belief/faith, acknowledgement of Christ, suffering"
cuniculus,107,660,184,388,334.75,False,True,False,"rabbit, underground tunnel/burrow/hole, mine/excavation, channel, secret device"
profluo,242,544,255,298,334.75,True,True,True,"flow forth or along, emanate (from)"
scindo,253,606,247,232,334.5,True,True,True,"tear, rend, cut to pieces, tear (clothes/hair) in rage/grief/despair"
los,217,518,326,275,334.0,False,False,False,
liquesco,226,569,295,243,333.25,False,True,False,"become liquid/fluid, melt, liquefy, decompose, putrefy, grow soft/effeminate"
creber,254,513,255,311,333.25,True,True,True,often
tumulus,437,195,360,339,332.75,True,True,True,"mound, hillock, mound, tomb"
intumesco,286,409,232,403,332.5,True,True,True,"swell up, become swollen, rise"
igitized,170,521,286,352,332.25,False,False,False,
affligo,286,636,207,200,332.25,True,True,True,"overthrow/throw down, afflict, damage, crush, break, ruin, humble, weaken, vex"
improbo,188,487,181,471,331.75,True,True,True,"disapprove of, express disapproval of, condemn, reject"
uitio,288,709,181,149,331.75,True,True,True,
syluus,352,791,115,68,331.5,False,False,False,
publico,159,285,401,480,331.25,True,True,True,"public, (res, rei) ( Publica ae) = state, government, republic"
perio,168,487,269,401,331.25,False,False,True,"Yo!, Hurrah! (ritual exclamation of strong emotion/joy), Ho!, Look!, Quick!"
adipe,318,785,128,93,331.0,False,False,False,"marrow, fat, best part of meat, richness, best, finest"
contemplo,177,591,212,343,330.75,False,False,False,"observe/note/notice, gaze/look hard at, regard, contemplate/consider carefully"
protendo,265,518,238,302,330.75,True,True,True,"stretch out/forth, extend, distend, hold out, prolong, lengthen"
acr,223,683,203,214,330.75,False,False,False,
irrationalis,366,629,165,161,330.25,True,True,True,"irrational, unreasoning"
horror,219,521,223,358,330.25,True,True,True,"shivering, dread, awe rigidity (from cold, etc)"
autem,268,455,230,368,330.25,True,True,True,"(1.) however (2.) but (put after), however (3.) however (4.) however (5.) however"
formula,204,336,276,504,330.0,False,True,False,"shape/outline, pretty appearance, register/list/roll, jurisdiction, charter"
decurro,146,352,342,480,330.0,True,True,True,"run/hurry/rush/flow/slope down, hasten, travel downstream, come to land/end"
america,13,152,500,655,330.0,False,False,False,America
abstraho,108,503,431,277,329.75,True,True,True,"drag away from, remove forcibly, abort, carry off to execution, split"
theologus,303,392,293,331,329.75,False,False,True,"theologian, one who writes/discourses/teaches on God/gods"
autoritas,393,402,192,331,329.5,False,False,False,
effugio,178,646,190,304,329.5,True,True,True,"flee, escape, run, slip, keep away (from), eschew, avoid, baffle, escape notice"
opifex,236,621,193,267,329.25,True,True,True,workman
uado,444,512,193,168,329.25,True,True,True,
flu,338,831,49,98,329.0,False,False,False,
emano,151,652,226,287,329.0,True,True,True,"flow out, arise, emanate from, become known, spread abroad"
plenitudo,114,799,168,235,329.0,False,False,True,"fullness, abundance of content, thickness, fullness of shape, whole/full amount"
gyrus,93,394,383,444,328.5,True,True,True,"circle, ring, circuit, course, circular course for training/racing horses"
mulus,154,639,138,383,328.5,True,True,True,mule
incommodum,169,516,235,394,328.5,False,True,False,"inconvenient, troublesome, annoying, disadvantageous, disagreeable, disobliging"
fortus,152,651,197,313,328.25,False,False,False,
venae,150,530,449,183,328.0,False,False,False,"blood-vessel, vein, artery, pulse, fissure, pore, cavity, vein of ore/talent"
apto,140,392,384,391,326.75,True,True,True,"suitable, adapted, ready, apt, proper, tied, attached to, dependent on (w/ex)"
degenero,256,440,296,315,326.75,True,True,True,"be inferior to ancestors/unworthy, deteriorate/decline, lower oneself"
puluo,167,827,201,110,326.25,False,False,False,
constantinus,211,317,327,449,326.0,False,False,True,"Constantine, (Emperor Constantine I 306-337, II 337-340, III 407-411)"
receptaculum,94,446,140,624,326.0,True,True,True,"receptacle, place of refuge, shelter"
innitor,166,363,261,514,326.0,True,True,True,"lean on, be supported by (with ABL)"
esca,187,741,144,231,325.75,True,True,True,"food, meat, a dish prepared for the table, victuals, bait (for fish/animals)"
splendeo,149,402,421,331,325.75,True,True,True,"shine/gleam/glitter, be bright/radiant/resplendent (white/color)/distinguished"
aquilo,232,604,242,224,325.5,True,True,True,"dark colored/hued, swarthy"
creator,96,469,399,338,325.5,False,False,True,"creator (of world), maker, author, founder (city), father, one who appoints"
ambrosius,272,301,344,383,325.0,False,False,True,"immortal, divine, of things belonging to the gods, ambrosial"
hospes,168,291,456,384,324.75,True,True,True,"guest, host, friend"
lethalis,238,338,356,366,324.5,False,False,False,lethal
araneus,196,510,298,293,324.25,True,True,True,"spider's, of spiders, [mus araneus => shrew-mouse]"
corporalis,89,862,169,177,324.25,True,True,True,"of/belonging/related to body, physical, having tangible body/material/corporeal"
inquisitio,164,344,350,437,323.75,True,True,True,"search, hunting out, inquiry, investigation, spying, collecting evidence"
cranium,18,424,321,531,323.5,False,False,False,skull
incendo,234,495,269,294,323.0,True,True,True,"to set fire to, kindle, burn, set on fire, set fire to, cause to flame/burn, keep fire burning"
pretiosus,67,356,286,583,323.0,True,True,True,"expensive, costly, of great value, precious, rich in"
en,170,472,147,498,321.75,False,True,False,behold! see! lo! here! hey! look at this!
galeni,161,523,275,328,321.75,False,False,False,
custodia,231,574,192,290,321.75,True,True,True,"(1.) protection, custody (2.) (plural) guards"
plumbo,188,441,253,404,321.5,False,False,False,"solder, lead, make of lead"
tolero,168,547,282,287,321.0,True,True,True,"bear, endure"
persequor,235,606,205,237,320.75,True,True,True,"follow up, pursue, overtake, attack, take vengeance on, accomplish"
simia,263,727,101,192,320.75,False,False,False,Monkey
suadeo,122,330,215,615,320.5,True,True,True,"urge, recommend, suggest, induce, propose, persuade, advise"
sas,233,562,171,315,320.25,False,False,False,
minae,173,457,228,422,320.0,True,True,True,"Greek weight unit (100 drachma/one pound), its weight of silver (1/60 talent)"
tatio,269,461,173,377,320.0,False,False,False,
inio,153,377,308,441,319.75,False,False,False,"Yo!, Hurrah! (ritual exclamation of strong emotion/joy), Ho!, Look!, Quick!"
mirandus,361,339,227,351,319.5,False,True,False,"marvel at, admire, wonder"
ecclesiasticus,268,312,374,324,319.5,False,False,True,"ecclesiastic, canonical, of/belonging to the Church, of book of Sirach"
latè,92,381,355,449,319.25,False,False,False,"(1.) bear, carry, bring (2.) suffer, endure, tolerate (3.) say, report"
abduco,221,490,249,317,319.25,True,True,True,"lead away, carry off, detach, attract away, entice, seduce, charm, withdraw"
nimirum,110,508,268,388,318.5,True,True,True,"without doubt, evidently, forsooth"
extraco,81,513,241,437,318.0,False,False,False,
lyra,145,451,214,462,318.0,False,True,False,"lyre, lyric poetry/inspiration/genius, Lyra/the Lyre (constellation), lute/harp"
uulnero,217,781,138,136,318.0,True,True,True,
uoluntarius,197,855,115,104,317.75,True,True,True,
trinus,307,484,181,297,317.25,False,True,False,triple
aegineta,502,520,111,135,317.0,False,False,False,
habitatio,332,484,188,264,317.0,True,True,True,"lodging, residence"
lilium,240,535,197,295,316.75,True,True,True,"lily, ""lily"" trap"
comburo,153,557,269,287,316.5,True,True,True,"burn up/away, consume/destroy w/fire, reduce to ash, cremate, scald"
crystallinus,29,497,449,289,316.0,True,True,True,"made of crystal, resembling crystal in appearance/quality"
an,143,438,255,427,315.75,True,True,True,"(1.)  (2.) can it be that (introduces question expecting negative answer/further question), whether, or, either"
dissentio,268,473,158,362,315.25,True,True,True,"dissent, disagree, differ"
superbus,224,367,355,315,315.25,True,True,True,"arrogant, overbearing, haughty, proud"
armo,178,421,257,405,315.25,True,True,True,"equip, fit with armor, arm, strengthen, rouse, stir, incite war, rig (ship)"
operculum,157,623,134,346,315.0,False,True,False,"lid, cover"
terror,166,446,198,450,315.0,True,True,True,"terror, panic, alarm, fear"
semper,200,445,218,397,315.0,True,True,True,"always, Always"
promoueo,71,312,337,539,314.75,True,True,True,
superstitio,206,404,208,440,314.5,True,True,True,"superstition, irrational religious awe"
principum,73,156,280,748,314.25,False,False,False,"the first, emperor, chief, chieftain"
herodotus,281,520,126,329,314.0,False,True,False,
lacryma,229,355,349,323,314.0,False,False,False,"tear, exuded gum/sap, bit of lead, quicksilver from ore, weeping (pl.), dirge"
uitulus,128,785,72,270,313.75,True,True,True,
quidem,179,478,192,406,313.75,True,True,True,"(1.) indeed, certainly, at least (2.) at least, certainly, surely (3.) at least, certainly, surely"
fabulosus,241,278,221,514,313.5,True,True,True,"storied, fabulous, celebrated in story"
nius,265,393,160,435,313.25,False,False,False,
ardus,203,543,185,322,313.25,False,False,False,"dry, arid, parched, water/rain-less, used dry, dried, thirsty, poor, shriveled"
superuenio,128,742,150,231,312.75,True,True,True,
figuro,232,552,223,243,312.5,True,True,True,"form, fashion, shape"
dized,228,444,344,234,312.5,False,False,False,
caedo,171,438,302,339,312.5,True,True,True,"cut, hew, cut down, fell, beat"
contradico,161,468,227,394,312.5,True,True,True,"gainsay/contradict, speak against/speak for adversary, oppose/object to/contest"
largior,175,418,308,349,312.5,True,True,True,"give bountifully, lavish"
recondo,208,398,257,385,312.0,True,True,True,"hide, conceal, put away"
uindico,232,368,229,418,311.75,True,True,True,
foueo,240,523,220,263,311.5,True,True,True,
succi,158,581,271,236,311.5,False,False,False,"juice, sap, moisture, drink/draught, potion, medicinal liquor, vitality/spirit"
venere,217,366,222,441,311.5,False,False,False,"Venus, Aphrodite (god of love)"
pernicies,331,489,149,277,311.5,True,True,True,"ruin, disaster, pest, bane, curse, destruction, calamity, mischief"
superpono,149,679,191,226,311.25,True,True,True,"place over or on top, put in charge"
uago,322,481,205,236,311.0,False,False,True,
ignarus,217,432,250,344,310.75,True,True,True,"ignorant, unaware, having no experience of, senseless, strange"
trinitas,202,661,179,200,310.5,False,False,True,"number three, triad, trinity, the Holy/Blessed Trinity"
pessimus,176,645,156,264,310.25,False,False,False,bad
rerum,81,164,213,783,310.25,False,False,False,"thing, matter, business, affair"
adimo,278,483,246,233,310.0,True,True,True,"withdraw, take away, carry off, castrate, deprive, steal, seize, annul, rescue"
affecto,101,552,195,390,309.5,True,True,True,"manage, influence, make"
neque,179,409,191,459,309.5,True,True,True,"and not, nor, not, neither"
redundo,165,628,156,287,309.0,True,True,True,"overflow, be too numerous"
subsidium,121,379,232,503,308.75,True,True,True,"help, relief, reinforcement"
adhibo,177,431,207,419,308.5,False,False,False,
detrimentum,200,506,235,292,308.25,True,True,True,"diminishment, material reduction, detriment, harm/loss/damage, reverse/defeat"
resideo,177,553,226,277,308.25,True,True,True,"sit down/on/in, settle, be perched, remain seated/idle/fixed/in place, squat"
retraho,198,452,247,334,307.75,True,True,True,"draw back, withdraw, make known again, divert, bring back"
rae,181,464,197,389,307.75,False,False,False,
uexo,253,584,151,243,307.75,True,True,True,
sacramentum,251,478,263,238,307.5,True,True,True,"sum deposited in a civil process, guaranty, oath of allegiance, sacrament"
teso,149,605,122,354,307.5,False,False,False,
impar,200,620,201,208,307.25,True,True,True,"unequal (size/number/rank/esteem), uneven, odd, inferior, not a match (for)"
caedes,202,426,201,400,307.25,True,True,True,"cut, hew, cut down, fell, beat"
permeo,197,479,253,299,307.0,False,True,False,"go or pass through, cross, traverse, pervade"
uenatio,196,716,102,214,307.0,False,True,False,
incolo,226,475,328,198,306.75,False,True,False,"live, dwell/reside (in), inhabit, sojourn"
uelum,122,275,313,517,306.75,True,True,True,
gena,272,467,220,267,306.5,False,True,False,"cheeks (pl.), eyes"
mutuo,219,394,263,350,306.5,True,True,True,"lend, exchange"
facula,17,42,1006,161,306.5,False,False,False,little torch
aethiopia,263,392,206,365,306.5,False,True,False,"Ethiopian, of/connected with ""Ethiopia""/Sudan/central Africa"
informis,81,514,233,396,306.0,True,True,True,"formless, shapeless, deformed, ugly, hideous"
circumfero,129,328,285,482,306.0,True,True,True,"(1.) bear, carry, bring (2.) suffer, endure, tolerate (3.) say, report"
charitas,155,661,205,202,305.75,False,False,False,"charity, love of God"
floreo,239,471,207,305,305.5,True,True,True,"blossom, bloom"
obscuro,147,366,222,485,305.0,True,True,True,"darken, obscure, conceal, make indistinct, cause to be forgotten"
hiatus,167,269,251,533,305.0,False,True,False,"be wide open, gape, be greedy for, be open-mouthed (with astonishment, etc)"
constao,88,385,324,422,304.75,False,False,False,
coniico,189,641,124,265,304.75,False,False,False,
laetitia,145,423,203,446,304.25,True,True,True,"joy/happiness, source of joy/delight, fertility, fruitfulness, floridity"
acre,239,644,151,182,304.0,False,False,False,"sharp, keen, eager, severe, fierce"
diabolus,105,370,284,456,303.75,False,False,True,"devil, The Devil, Satan, Prince of Evil/Darkness, evil one"
confido,163,463,185,404,303.75,True,True,True,"take, seize, capture"
hercules,273,327,260,355,303.75,True,True,True,Hercules (Greek hero of great strength)
dis,209,464,197,344,303.5,False,True,False,"rich/wealthy, richly adorned, fertile/productive (land), profitable, sumptuous"
occiduus,222,180,208,602,303.0,False,False,False,"setting, westerly"
amn,383,289,331,209,303.0,False,False,False,
insania,289,575,126,221,302.75,True,True,True,"insanity, madness, folly, mad extravagance"
inseruio,71,464,299,377,302.75,True,True,True,
fucus,161,284,410,356,302.75,False,True,False,"dye, (as cosmetic) rouge, bee-glue, propolis, presence/disguise/sham, seaweed"
clamo,125,447,191,447,302.5,True,True,True,"shout, call"
poculum,253,390,289,278,302.5,False,True,False,"cup, bowl, drinking vessel, drink/draught, social drinking (pl.), drink"
uulua,362,757,37,54,302.5,True,True,True,
inchoo,154,449,172,435,302.5,True,True,True,"begin/start (work), set going, establish, draft/sketch/outline, enter upon"
excellentia,203,551,220,236,302.5,True,True,True,"be eminent/preeminent, excel"
pusillus,261,530,211,207,302.25,True,True,True,"tiny, wee, very small (amount/degree/extent), miniature, on a tiny scale"
tuba,118,270,252,568,302.0,True,True,True,"trumpet (straight tube), hydraulic ram pipe"
benignus,184,397,275,352,302.0,True,True,True,"kind, favorable, obliging, kindly, mild, affable, liberal, bounteous"
liquus,183,381,176,467,301.75,False,False,False,
compello,150,427,162,467,301.5,True,True,True,"address/accost, speak to, call upon, appeal to, challenge, chide/rebuke, accuse"
uulgar,96,409,272,429,301.5,False,False,False,
atra,238,673,161,134,301.5,False,False,False,"black, dark, dark-colored (hair/skin), gloomy/murky, unlucky, sordid/squalid"
suauitas,314,616,156,115,300.25,True,True,True,
contino,174,519,261,247,300.25,False,False,False,"encounter, meet with"
faber,195,348,251,407,300.25,True,True,True,"skillful, ingenious, of craftsman/workman/artisan or his work"
plebs,160,453,222,365,300.0,True,True,True,"(lower) people, folk"
obscuritas,204,413,278,305,300.0,True,True,True,"darkness, obscurity unintelligibility"
meditatio,94,218,415,472,299.75,True,True,True,"contemplation, meditation, practicing"
olus,403,489,94,213,299.75,True,True,True,"vegetables, cabbage, turnips, greens, kitchen/pot herbs"
deterus,158,682,150,209,299.75,False,False,False,
maiestas,257,509,231,201,299.5,True,True,True,
affigo,96,531,232,339,299.5,True,True,True,"fasten/fix/pin/attach to (w/DAT), annex, impress upon, pierce, chain, confine"
ignobilis,171,582,240,205,299.5,True,True,True,"ignoble, unknown, obscure, of low birth"
leon,171,340,158,529,299.5,False,False,False,
adicio,338,488,192,179,299.25,True,True,True,"add, increase, raise, add to (DAT/ad+ACC), suggest, hurl (weapon), throw to/at"
paternus,125,426,215,429,298.75,True,True,True,"father's, paternal, ancestral"
aduersarius,190,545,294,165,298.5,True,True,True,
maleficus,226,475,317,176,298.5,True,True,True,"wicked, criminal, nefarious, evil, harmful, noxious, injurious, of black magic"
gusto,237,672,135,150,298.5,True,True,True,"taste, sip, have some experience of, enjoy"
legio,169,570,146,309,298.5,True,True,True,legion
puluer,144,782,191,76,298.25,False,False,False,
tenuissimus,145,457,245,346,298.25,False,False,False,"thin, fine, delicate, slight, slender, little, unimportant, weak, feeble, shallow, receding"
obstruo,144,607,183,259,298.25,False,True,False,"block up, barricade"
stirpis,203,413,338,236,297.5,False,False,False,"stem, stalk, stock, lower part of a tree"
nuptiae,202,334,168,485,297.25,True,True,True,wedding
athenae,254,406,189,340,297.25,True,True,True,Athens (pl.)
amaritudo,258,711,96,124,297.25,True,True,True,"bitterness (taste/feelings/mind), sharpness, tang, pungency, harshness (sound)"
fax,162,231,359,437,297.25,False,True,False,"torch, firebrand, fire, flame of love, torment"
aurea,152,377,331,328,297.0,False,False,False,"(1.) golden, of gold (2.) golden (3.) golden, of gold"
